0.000000000000000000e+00,4.000000000000000222e-01,4.000000000000000222e-01,2.000000000000000111e-01
0.000000000000000000e+00,4.020843490980010038e-01,3.905797101449275388e-01,2.009234643906534223e-01
0.000000000000000000e+00,4.053754266211603841e-01,3.894782608695652737e-01,2.003917727717923758e-01
0.000000000000000000e+00,4.050463188688444571e-01,3.879130434782609438e-01,2.016790261648243876e-01
0.000000000000000000e+00,4.079473427596294610e-01,3.871884057971015092e-01,2.027703931719602726e-01
0.000000000000000000e+00,4.156387128230131234e-01,3.887536231884058391e-01,2.015391073177557058e-01
0.000000000000000000e+00,4.146513895660652871e-01,3.910434782608696036e-01,2.030502308660976640e-01
0.000000000000000000e+00,4.180277913213066299e-01,3.926376811594203264e-01,2.054288512662655608e-01
0.000000000000000000e+00,4.195514383227693656e-01,3.885507246376811996e-01,2.057926402686442169e-01
0.000000000000000000e+00,4.229522184300341658e-01,3.846086956521739264e-01,2.088148873653281334e-01
0.000000000000000000e+00,4.134446611409068884e-01,3.867536231884058373e-01,2.111375402266685575e-01
0.000000000000000000e+00,4.112506094588005978e-01,3.875942028985507326e-01,2.098782706030502543e-01
0.000000000000000000e+00,4.037786445636274424e-01,3.802898550724637672e-01,2.085630334406044784e-01
0.000000000000000000e+00,3.965382740126767169e-01,3.797971014492753650e-01,2.118651182314257864e-01
0.000000000000000000e+00,4.095685031691858047e-01,3.778550724637681490e-01,2.108297187631174019e-01
0.000000000000000000e+00,4.143588493417844631e-01,3.771014492753623215e-01,2.110815726878411125e-01
0.000000000000000000e+00,4.173330082886396730e-01,3.801739130434782510e-01,2.137120470127326366e-01
0.000000000000000000e+00,4.165529010238908092e-01,3.708115942028986090e-01,2.142997061704211559e-01
0.000000000000000000e+00,4.079229644076061145e-01,3.776231884057971167e-01,2.118931020008395505e-01
0.000000000000000000e+00,4.118356899073622457e-01,3.764347826086956728e-01,2.164264726458654531e-01
0.000000000000000000e+00,4.187591418820087452e-01,3.791304347826087717e-01,2.251014411641248381e-01
0.000000000000000000e+00,4.179058995611896754e-01,3.781159420289854634e-01,2.237582202322652702e-01
0.000000000000000000e+00,4.168332520721599876e-01,3.831884057971014501e-01,2.238421715405064794e-01
0.000000000000000000e+00,4.205509507557289028e-01,3.816231884057971202e-01,2.234224149993004060e-01
0.000000000000000000e+00,4.270843490980009705e-01,3.816811594202899061e-01,2.251574087029523108e-01
0.000000000000000000e+00,4.311067771818624661e-01,3.859130434782608310e-01,2.237862040016790344e-01
0.000000000000000000e+00,4.347025841053144823e-01,3.857101449275361915e-01,2.226108856863019680e-01
0.000000000000000000e+00,4.303022915650901448e-01,3.850724637681159912e-01,2.243738631593676092e-01
0.000000000000000000e+00,4.331058020477815962e-01,3.835362318840579987e-01,2.233384636910591969e-01
0.000000000000000000e+00,4.359336908824962831e-01,3.853623188405796984e-01,2.289911851126346931e-01
0.000000000000000000e+00,4.368113115553388659e-01,3.883188405797101672e-01,2.237582202322652702e-01
0.000000000000000000e+00,4.407362262311067536e-01,3.886956521739130532e-01,2.256891003218133851e-01
0.000000000000000000e+00,4.348732325694782408e-01,3.914202898550724896e-01,2.261928081712606675e-01
0.000000000000000000e+00,4.254753778644563278e-01,3.924927536231884173e-01,2.278718343360850995e-01
0.000000000000000000e+00,4.109702584105314749e-01,3.950434782608696072e-01,2.304183573527354145e-01
0.000000000000000000e+00,4.158459288152120958e-01,3.985797101449275459e-01,2.348118091506926075e-01
0.000000000000000000e+00,4.161506582155046208e-01,3.955942028985506842e-01,2.318455295928361637e-01
0.000000000000000000e+00,4.225621647976596229e-01,3.982028985507246599e-01,2.301385196585980231e-01
0.000000000000000000e+00,4.286933203315455576e-01,3.990144927536232178e-01,2.306422275080453610e-01
0.000000000000000000e+00,4.239639200390053486e-01,4.058840579710145113e-01,2.286833636490835375e-01
0.000000000000000000e+00,4.273647001462700934e-01,4.055652173913043557e-01,2.294389254232545028e-01
0.000000000000000000e+00,4.363968795709409765e-01,4.002608695652173920e-01,2.314257730516300904e-01
0.000000000000000000e+00,4.369332033154558204e-01,4.039130434782608470e-01,2.294389254232545028e-01
0.000000000000000000e+00,4.313018039980496821e-01,4.049855072463768302e-01,2.284594934937736466e-01
0.000000000000000000e+00,4.317893710385178330e-01,4.039420289855073509e-01,2.281516720302224910e-01
0.000000000000000000e+00,4.277913213066796283e-01,4.040869565217390935e-01,2.275640128725339162e-01
0.000000000000000000e+00,4.207581667479278753e-01,3.993333333333333734e-01,2.194767035119631060e-01
0.000000000000000000e+00,4.272184300341297369e-01,4.006376811594203335e-01,2.214635511403386381e-01
0.000000000000000000e+00,4.291199414919550925e-01,4.024927536231884817e-01,2.221631453756821029e-01
0.000000000000000000e+00,4.192467089224767851e-01,3.949855072463768213e-01,2.195046872813768146e-01
0.000000000000000000e+00,4.005363237445149216e-01,3.948985507246376980e-01,2.138799496292150826e-01
0.000000000000000000e+00,4.061555338859092479e-01,3.970144927536232160e-01,2.188610605848607671e-01
0.000000000000000000e+00,4.013408093612871319e-01,4.010724637681159499e-01,2.180215475024485650e-01
0.000000000000000000e+00,4.118113115553388437e-01,4.033043478260869286e-01,2.233944312298866697e-01
0.000000000000000000e+00,4.141150658215504432e-01,4.030434782608696143e-01,2.226388694557157322e-01
0.000000000000000000e+00,4.116772306192101327e-01,4.067826086956522480e-01,2.227508045333706499e-01
0.000000000000000000e+00,4.186981960019502402e-01,4.035362318840580165e-01,2.231145935357493060e-01
0.000000000000000000e+00,4.266699171136030810e-01,4.036521739130434772e-01,2.254932139359171472e-01
0.000000000000000000e+00,4.253291077523159713e-01,4.015652173913043521e-01,2.251014411641248381e-01
0.000000000000000000e+00,4.259629449049243677e-01,4.006086956521739406e-01,2.245137820064362910e-01
0.000000000000000000e+00,4.231350560702096253e-01,4.019420289855071826e-01,2.278438505666713354e-01
0.000000000000000000e+00,4.229887859580692133e-01,4.053913043478261646e-01,2.268924024066041878e-01
0.000000000000000000e+00,4.181984397854704993e-01,4.034782608695652306e-01,2.283755421855323819e-01
0.000000000000000000e+00,4.141028766455387977e-01,4.053333333333333788e-01,2.288792500349797754e-01
0.000000000000000000e+00,4.113115553388591028e-01,4.117391304347826630e-01,2.303623898139079140e-01
0.000000000000000000e+00,4.102754753778644070e-01,4.126956521739130190e-01,2.297187631173919498e-01
0.000000000000000000e+00,4.103242320819112665e-01,4.130724637681159606e-01,2.312858542045613808e-01
0.000000000000000000e+00,4.066674792784007453e-01,4.164057971014492598e-01,2.317895620540086910e-01
0.000000000000000000e+00,4.014992686494392449e-01,4.134492753623187911e-01,2.296627955785644493e-01
0.000000000000000000e+00,4.034373476352998700e-01,4.104637681159420959e-01,2.243178956205401087e-01
0.000000000000000000e+00,4.079595319356411065e-01,4.113043478260869357e-01,2.242619280817126082e-01
0.000000000000000000e+00,4.034617259873232165e-01,4.168405797101449872e-01,2.250174898558835734e-01
0.000000000000000000e+00,3.974402730375426462e-01,4.204347826086956563e-01,2.273121589478103166e-01
0.000000000000000000e+00,4.027669429546562596e-01,4.229855072463768462e-01,2.240940254652301622e-01
0.000000000000000000e+00,4.100682593856655456e-01,4.229855072463768462e-01,2.259969217853645407e-01
0.000000000000000000e+00,4.155899561189663749e-01,4.246376811594203549e-01,2.309780327410102529e-01
0.000000000000000000e+00,4.256460263286201418e-01,4.253333333333333965e-01,2.328809290611445482e-01
0.000000000000000000e+00,4.284495368113114822e-01,4.257101449275362270e-01,2.325171400587659198e-01
0.000000000000000000e+00,4.253047294002925693e-01,4.242898550724638063e-01,2.357632573107597551e-01
0.000000000000000000e+00,4.249756216479765314e-01,4.324637681159420044e-01,2.367147054708269305e-01
0.000000000000000000e+00,4.208556801560214833e-01,4.342608695652173667e-01,2.355393871554498642e-01
0.000000000000000000e+00,4.249512432959531849e-01,4.416521739130434554e-01,2.372743808591017689e-01
0.000000000000000000e+00,4.202827888834714809e-01,4.359710144927536613e-01,2.345319714565552160e-01
0.000000000000000000e+00,4.226109215017064824e-01,4.344347826086956132e-01,2.308940814327690161e-01
0.000000000000000000e+00,4.242808386153095745e-01,4.282028985507246310e-01,2.287113474184973017e-01
0.000000000000000000e+00,4.208556801560214833e-01,4.158550724637681828e-01,2.228067720721981504e-01
0.000000000000000000e+00,4.207459775719161188e-01,4.211594202898551464e-01,2.230026584580943050e-01
0.000000000000000000e+00,4.218795709410043671e-01,4.271884057971014892e-01,2.243178956205401087e-01
0.000000000000000000e+00,4.241345685031691071e-01,4.286956521739131443e-01,2.247376521617462375e-01
0.000000000000000000e+00,4.214407606045831312e-01,4.247536231884058155e-01,2.200083951308241526e-01
0.000000000000000000e+00,4.206362749878107543e-01,4.248985507246376692e-01,2.198125087449279702e-01
0.000000000000000000e+00,4.132618235007313179e-01,4.221159420289855024e-01,2.193367846648943686e-01
0.000000000000000000e+00,4.045343734763530152e-01,4.213623188405797304e-01,2.176297747306562558e-01
0.000000000000000000e+00,4.079717211116528630e-01,4.195362318840580307e-01,2.180775150412761210e-01
0.000000000000000000e+00,4.125060945880058560e-01,4.220289855072463792e-01,2.216874212956485291e-01
0.000000000000000000e+00,4.132983910287664209e-01,4.221739130434782883e-01,2.232824961522317242e-01
0.000000000000000000e+00,4.068625060945880723e-01,4.275072463768116449e-01,2.212116972156149552e-01
