6.043500000000000227e+02,3.281600000000000250e+02,1.380000000000000000e+02,7.146999999999999886e+01
6.021200000000000045e+02,3.298700000000000045e+02,1.347500000000000000e+02,7.179999999999999716e+01
6.090700000000000500e+02,3.325699999999999932e+02,1.343700000000000045e+02,7.160999999999999943e+01
6.135000000000000000e+02,3.323000000000000114e+02,1.338300000000000125e+02,7.206999999999999318e+01
6.164400000000000546e+02,3.346800000000000068e+02,1.335800000000000125e+02,7.245999999999999375e+01
6.142100000000000364e+02,3.409900000000000091e+02,1.341200000000000045e+02,7.201999999999999602e+01
6.160099999999999909e+02,3.401800000000000068e+02,1.349099999999999966e+02,7.256000000000000227e+01
6.168700000000000045e+02,3.429499999999999886e+02,1.354600000000000080e+02,7.340999999999999659e+01
6.166900000000000546e+02,3.441999999999999886e+02,1.340500000000000114e+02,7.354000000000000625e+01
6.241799999999999500e+02,3.469900000000000091e+02,1.326899999999999977e+02,7.462000000000000455e+01
6.396299999999999955e+02,3.391899999999999977e+02,1.334300000000000068e+02,7.545000000000000284e+01
6.317500000000000000e+02,3.373899999999999864e+02,1.337199999999999989e+02,7.500000000000000000e+01
6.267699999999999818e+02,3.312599999999999909e+02,1.311999999999999886e+02,7.453000000000000114e+01
6.118300000000000409e+02,3.253199999999999932e+02,1.310300000000000011e+02,7.570999999999999375e+01
6.110800000000000409e+02,3.360099999999999909e+02,1.303600000000000136e+02,7.534000000000000341e+01
6.199099999999999682e+02,3.399399999999999977e+02,1.300999999999999943e+02,7.543000000000000682e+01
6.165000000000000000e+02,3.423799999999999955e+02,1.311599999999999966e+02,7.637000000000000455e+01
6.167899999999999636e+02,3.417400000000000091e+02,1.279300000000000068e+02,7.657999999999999829e+01
6.009900000000000091e+02,3.346600000000000250e+02,1.302800000000000011e+02,7.571999999999999886e+01
6.003600000000000136e+02,3.378700000000000045e+02,1.298700000000000045e+02,7.734000000000000341e+01
6.110399999999999636e+02,3.435500000000000114e+02,1.308000000000000114e+02,8.043999999999999773e+01
6.120000000000000000e+02,3.428500000000000227e+02,1.304499999999999886e+02,7.995999999999999375e+01
6.101499999999999773e+02,3.419700000000000273e+02,1.321999999999999886e+02,7.998999999999999488e+01
6.109800000000000182e+02,3.450199999999999818e+02,1.316599999999999966e+02,7.984000000000000341e+01
6.142899999999999636e+02,3.503799999999999955e+02,1.316800000000000068e+02,8.045999999999999375e+01
